"","Model","Scenario","Region","Variable","Unit","year","value"
"1","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2005,670.2086383
"2","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2010,695.6386118
"3","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2015,797.8222888
"4","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2020,828.6362975
"5","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2025,859.0382213
"6","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2030,877.2100027
"7","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2035,889.0348006
"8","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2040,903.7358609
"9","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2045,944.6519652
"10","GCAM 7.0","WM_082124","USA","Agricultural Demand","million t DM/yr",2050,984.8321489
"11","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2005,653.3188241
"12","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2010,659.5568377
"13","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2015,745.7681888
"14","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2020,774.8028175
"15","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2025,804.0663013
"16","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2030,820.7583727
"17","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2035,831.1844706
"18","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2040,844.6628009
"19","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2045,884.4966652
"20","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops","million t DM/yr",2050,923.6629789
"21","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2005,38.20147
"22","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2010,110.52802
"23","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2015,183.5248
"24","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2020,187.1216
"25","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2025,179.4575
"26","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2030,154.8443
"27","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2035,122.3954
"28","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2040,93.6684
"29","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2045,115.4705
"30","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Energy","million t DM/yr",2050,133.0951
"31","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2005,202.529072
"32","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2010,184.2876591
"33","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2015,184.4686693
"34","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2020,196.3953877
"35","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2025,221.9242569
"36","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2030,249.8673232
"37","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2035,279.919214
"38","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2040,309.9394499
"39","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2045,316.7069448
"40","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2050,327.5436533
"41","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2005,278.900362
"42","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2010,283.7466666
"43","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2015,299.6669785
"44","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2020,310.5461428
"45","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2025,320.4371394
"46","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2030,331.7458865
"47","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2035,342.6401336
"48","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2040,353.200644
"49","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2045,363.0570404
"50","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Food","million t DM/yr",2050,372.4527006
"51","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2005,133.6879201
"52","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2010,80.994492
"53","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2015,78.107741
"54","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2020,80.739687
"55","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2025,82.247405
"56","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2030,84.300863
"57","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2035,86.229723
"58","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2040,87.854307
"59","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2045,89.26218
"60","GCAM 7.0","WM_082124","USA","Agricultural Demand|Crops|Other","million t DM/yr",2050,90.571525
"61","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2005,16.8898142
"62","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2010,36.0817741
"63","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2015,52.0541
"64","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2020,53.83348
"65","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2025,54.97192
"66","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2030,56.45163
"67","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2035,57.85033
"68","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2040,59.07306
"69","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2045,60.1553
"70","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock","million t DM/yr",2050,61.16917
"71","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2005,6.97731
"72","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2010,6.99253
"73","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2015,7.81354
"74","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2020,8.10208
"75","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2025,8.38657
"76","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2030,8.70325
"77","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2035,9.00939
"78","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2040,9.31189
"79","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2045,9.59675
"80","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2050,9.86902
"81","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2005,9.9125042
"82","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2010,29.0892441
"83","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2015,44.24056
"84","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2020,45.7314
"85","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2025,46.58535
"86","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2030,47.74838
"87","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2035,48.84094
"88","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2040,49.76117
"89","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2045,50.55855
"90","GCAM 7.0","WM_082124","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2050,51.30015
"91","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2005,1029.0109308
"92","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2010,1033.0461979
"93","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2015,1111.2396922
"94","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2020,1187.03999298261
"95","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2025,1404.90970238987
"96","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2030,1535.15212354325
"97","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2035,1653.57919879492
"98","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2040,1771.50800607266
"99","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2045,1907.47108474931
"100","GCAM 7.0","WM_082124","USA","Agricultural Production","million t DM/yr",2050,2058.6020446552
"101","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2020,59.59
"102","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2025,59.24
"103","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2030,64.93
"104","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2035,75.59
"105","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2040,70
"106","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2045,80.65
"107","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity","GW/yr",2050,112.6
"108","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2020,0.46
"109","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2025,0.18
"110","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2030,0.28
"111","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2035,0.39
"112","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2040,0.39
"113","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2045,0.52
"114","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass","GW/yr",2050,0.74
"115","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2025,0
"116","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2030,0.03
"117","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2035,0.04
"118","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2040,0.04
"119","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2045,0.01
"120","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2050,0.01
"121","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2020,0.46
"122","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2025,0.17
"123","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2030,0.25
"124","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2035,0.35
"125","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2040,0.35
"126","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2045,0.51
"127","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2050,0.72
"128","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal","GW/yr",2025,0.06
"129","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal","GW/yr",2030,4.19
"130","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal","GW/yr",2035,15.87
"131","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal","GW/yr",2040,12.96
"132","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal","GW/yr",2045,11.44
"133","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal","GW/yr",2050,11.54
"134","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2025,0.06
"135","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2030,0.55
"136","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2035,14.17
"137","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2040,12.96
"138","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2045,11.44
"139","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2050,11.54
"140","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2030,3.64
"141","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2035,1.7
"142","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2020,17.5
"143","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2025,3.66
"144","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2030,5.79
"145","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2035,7.25
"146","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2040,6.53
"147","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2045,4.33
"148","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas","GW/yr",2050,5.02
"149","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2020,16.11
"150","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2025,3.32
"151","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2030,5.16
"152","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2035,5.91
"153","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2040,5.51
"154","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2045,1.88
"155","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2050,2.75
"156","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2025,0.07
"157","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2030,1.25
"158","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2035,5.91
"159","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2040,5.51
"160","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2045,1.88
"161","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2050,2.75
"162","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2020,16.11
"163","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2025,3.25
"164","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2030,3.91
"165","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2020,1.39
"166","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2025,0.34
"167","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2030,0.63
"168","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2035,1.34
"169","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2040,1.03
"170","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2045,2.45
"171","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2050,2.27
"172","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2020,1.39
"173","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2025,0.34
"174","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2030,0.63
"175","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2035,1.34
"176","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2040,1.03
"177","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2045,2.45
"178","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2050,2.27
"179","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2025,0.07
"180","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2030,1.25
"181","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2035,5.91
"182","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2040,5.51
"183","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2045,1.88
"184","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2050,2.75
"185","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2020,17.5
"186","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2025,3.6
"187","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2030,4.53
"188","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2035,1.34
"189","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2040,1.03
"190","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2045,2.45
"191","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2050,2.27
"192","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2020,0.35
"193","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2025,0.26
"194","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2030,0.25
"195","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2035,0.21
"196","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2040,0.18
"197","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2045,0.25
"198","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2050,0.34
"199","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2025,1.07
"200","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2030,2.41
"201","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2035,3.26
"202","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2040,3.09
"203","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2045,3.85
"204","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2050,5.41
"205","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2020,24.09
"206","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2025,21.8
"207","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2030,27.88
"208","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2035,29.04
"209","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2040,27.21
"210","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2045,33.28
"211","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar","GW/yr",2050,50.39
"212","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2020,0.01
"213","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2025,0
"214","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2030,0.07
"215","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2035,0.11
"216","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2040,0.2
"217","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2045,0.43
"218","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2050,0.82
"219","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2020,24.08
"220","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2025,21.8
"221","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2030,27.81
"222","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2035,28.93
"223","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2040,27.01
"224","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2045,32.85
"225","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2050,49.57
"226","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2020,17.19
"227","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2025,32.21
"228","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2030,24.13
"229","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2035,19.57
"230","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2040,19.64
"231","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2045,26.99
"232","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind","GW/yr",2050,39.16
"233","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2025,0.16
"234","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2030,0.39
"235","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2035,0.6
"236","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2040,0.78
"237","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2045,1.22
"238","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2050,1.96
"239","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2020,17.19
"240","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2025,32.05
"241","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2030,23.74
"242","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2035,18.97
"243","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2040,18.85
"244","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2045,25.77
"245","GCAM 7.0","WM_082124","USA","Capacity Additions|Electricity|Wind|Onshore","GW/yr",2050,37.2
"246","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",1990,694.62
"247","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2005,920.78
"248","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2010,908.75
"249","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2015,924.53
"250","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2020,1019.08
"251","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2025,1209.89
"252","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2030,1415.15
"253","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2035,1621.16
"254","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2040,1836.79
"255","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2045,2012.3
"256","GCAM 7.0","WM_082124","USA","Capacity|Electricity","GW",2050,2230.65
"257","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",1990,12
"258","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",2005,16.78
"259","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",2010,17.08
"260","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",2015,18.89
"261","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",2020,3.96
"262","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",2025,1.39
"263","GCAM 7.0","WM_082124","USA","Capacity|Electricity|Biomass","GW",2030,3.81
